,entrez_id,full_validation_dataset,training_set_ratio,validation_set_ratio,test_set_ratio,tissue,cell_count,organism,file_path
42,24121579,1,0.0,0.0,1.0,blood,5600,Homo sapiens,/gpfs/hybrid/data/downloads/gcloud/arc-scbasecount/2025-02-25/h5ad/GeneFull_Ex50pAS/Homo_sapiens/SRX17300933.h5ad
43,32719342,1,0.0,0.0,1.0,blood,8276,Homo sapiens,/gpfs/hybrid/data/downloads/gcloud/arc-scbasecount/2025-02-25/h5ad/GeneFull_Ex50pAS/Homo_sapiens/SRX24404356.h5ad
44,27884366,1,0.0,0.0,1.0,blood,8347,Homo sapiens,/gpfs/hybrid/data/downloads/gcloud/arc-scbasecount/2025-02-25/h5ad/GeneFull_Ex50pAS/Homo_sapiens/SRX20461168.h5ad
45,27214206,1,0.0,0.0,1.0,blood,9416,Homo sapiens,/gpfs/hybrid/data/downloads/gcloud/arc-scbasecount/2025-02-25/h5ad/GeneFull_Ex50pAS/Homo_sapiens/SRX19845709.h5ad
46,22002163,1,0.0,0.0,1.0,blood,13717,Homo sapiens,/gpfs/hybrid/data/downloads/gcloud/arc-scbasecount/2025-02-25/h5ad/GeneFull_Ex50pAS/Homo_sapiens/SRX15446288.h5ad
47,25766255,1,0.0,0.0,1.0,blood,6823,Homo sapiens,/gpfs/hybrid/data/downloads/gcloud/arc-scbasecount/2025-02-25/h5ad/GeneFull_Ex50pAS/Homo_sapiens/SRX18700948.h5ad
48,12488064,1,0.0,0.0,1.0,blood,9361,Homo sapiens,/gpfs/hybrid/data/downloads/gcloud/arc-scbasecount/2025-02-25/h5ad/GeneFull_Ex50pAS/Homo_sapiens/SRX9556649.h5ad
49,30685962,1,0.0,0.0,1.0,blood,1732,Homo sapiens,/gpfs/hybrid/data/downloads/gcloud/arc-scbasecount/2025-02-25/h5ad/GeneFull_Ex50pAS/Homo_sapiens/SRX22671397.h5ad
50,32406564,1,0.0,0.0,1.0,blood,2712,Homo sapiens,/gpfs/hybrid/data/downloads/gcloud/arc-scbasecount/2025-02-25/h5ad/GeneFull_Ex50pAS/Homo_sapiens/SRX24098283.h5ad
51,25766258,1,0.0,0.0,1.0,blood,4396,Homo sapiens,/gpfs/hybrid/data/downloads/gcloud/arc-scbasecount/2025-02-25/h5ad/GeneFull_Ex50pAS/Homo_sapiens/SRX18700951.h5ad
52,24628635,1,0.0,0.0,1.0,blood,6235,Homo sapiens,/gpfs/hybrid/data/downloads/gcloud/arc-scbasecount/2025-02-25/h5ad/GeneFull_Ex50pAS/Homo_sapiens/SRX17724094.h5ad
53,28652169,1,0.0,0.0,1.0,blood,8785,Homo sapiens,/gpfs/hybrid/data/downloads/gcloud/arc-scbasecount/2025-02-25/h5ad/GeneFull_Ex50pAS/Homo_sapiens/SRX21215673.h5ad
54,12487951,1,0.0,0.0,1.0,blood,11794,Homo sapiens,/gpfs/hybrid/data/downloads/gcloud/arc-scbasecount/2025-02-25/h5ad/GeneFull_Ex50pAS/Homo_sapiens/SRX9556536.h5ad
55,34779024,1,0.0,0.0,1.0,blood,8696,Homo sapiens,/gpfs/hybrid/data/downloads/gcloud/arc-scbasecount/2025-02-25/h5ad/GeneFull_Ex50pAS/Homo_sapiens/SRX25746464.h5ad
56,27073523,1,0.0,0.0,1.0,blood,11777,Homo sapiens,/gpfs/hybrid/data/downloads/gcloud/arc-scbasecount/2025-02-25/h5ad/GeneFull_Ex50pAS/Homo_sapiens/SRX19748527.h5ad
57,30908611,1,0.0,0.0,1.0,blood,2818,Homo sapiens,/gpfs/hybrid/data/downloads/gcloud/arc-scbasecount/2025-02-25/h5ad/GeneFull_Ex50pAS/Homo_sapiens/SRX22859169.h5ad
58,30908625,1,0.0,0.0,1.0,blood,4648,Homo sapiens,/gpfs/hybrid/data/downloads/gcloud/arc-scbasecount/2025-02-25/h5ad/GeneFull_Ex50pAS/Homo_sapiens/SRX22859183.h5ad
59,23576057,1,0.0,0.0,1.0,blood,4552,Homo sapiens,/gpfs/hybrid/data/downloads/gcloud/arc-scbasecount/2025-02-25/h5ad/GeneFull_Ex50pAS/Homo_sapiens/SRX16814222.h5ad
60,28580358,1,0.0,0.0,1.0,blood,16607,Homo sapiens,/gpfs/hybrid/data/downloads/gcloud/arc-scbasecount/2025-02-25/h5ad/GeneFull_Ex50pAS/Homo_sapiens/SRX21145040.h5ad
61,27358667,1,0.0,0.0,1.0,blood,9605,Homo sapiens,/gpfs/hybrid/data/downloads/gcloud/arc-scbasecount/2025-02-25/h5ad/GeneFull_Ex50pAS/Homo_sapiens/SRX19970365.h5ad
62,28580360,1,0.0,0.0,1.0,blood,16257,Homo sapiens,/gpfs/hybrid/data/downloads/gcloud/arc-scbasecount/2025-02-25/h5ad/GeneFull_Ex50pAS/Homo_sapiens/SRX21145042.h5ad
63,32808763,1,0.0,0.0,1.0,blood,3713,Homo sapiens,/gpfs/hybrid/data/downloads/gcloud/arc-scbasecount/2025-02-25/h5ad/GeneFull_Ex50pAS/Homo_sapiens/SRX24492224.h5ad
64,27084311,1,0.0,0.0,1.0,blood,17084,Homo sapiens,/gpfs/hybrid/data/downloads/gcloud/arc-scbasecount/2025-02-25/h5ad/GeneFull_Ex50pAS/Homo_sapiens/SRX19758742.h5ad
65,33306883,1,0.0,0.0,1.0,blood,8314,Homo sapiens,/gpfs/hybrid/data/downloads/gcloud/arc-scbasecount/2025-02-25/h5ad/GeneFull_Ex50pAS/Homo_sapiens/SRX24970640.h5ad
66,12488063,1,0.0,0.0,1.0,blood,9803,Homo sapiens,/gpfs/hybrid/data/downloads/gcloud/arc-scbasecount/2025-02-25/h5ad/GeneFull_Ex50pAS/Homo_sapiens/SRX9556648.h5ad
67,27280471,1,0.0,0.0,1.0,blood,4040,Homo sapiens,/gpfs/hybrid/data/downloads/gcloud/arc-scbasecount/2025-02-25/h5ad/GeneFull_Ex50pAS/Homo_sapiens/SRX19908169.h5ad
68,33188818,1,0.0,0.0,1.0,blood,25893,Homo sapiens,/gpfs/hybrid/data/downloads/gcloud/arc-scbasecount/2025-02-25/h5ad/GeneFull_Ex50pAS/Homo_sapiens/SRX24854478.h5ad
69,24272569,1,0.0,0.0,1.0,blood,4428,Homo sapiens,/gpfs/hybrid/data/downloads/gcloud/arc-scbasecount/2025-02-25/h5ad/GeneFull_Ex50pAS/Homo_sapiens/SRX17442011.h5ad
70,12488091,1,0.0,0.0,1.0,blood,16936,Homo sapiens,/gpfs/hybrid/data/downloads/gcloud/arc-scbasecount/2025-02-25/h5ad/GeneFull_Ex50pAS/Homo_sapiens/SRX9556676.h5ad
71,28897067,1,0.0,0.0,1.0,blood,10036,Homo sapiens,/gpfs/hybrid/data/downloads/gcloud/arc-scbasecount/2025-02-25/h5ad/GeneFull_Ex50pAS/Homo_sapiens/SRX21456151.h5ad
72,32126246,1,0.0,0.0,1.0,blood,10472,Homo sapiens,/gpfs/hybrid/data/downloads/gcloud/arc-scbasecount/2025-02-25/h5ad/GeneFull_Ex50pAS/Homo_sapiens/SRX23824536.h5ad
73,32474626,1,0.0,0.0,1.0,blood,2563,Homo sapiens,/gpfs/hybrid/data/downloads/gcloud/arc-scbasecount/2025-02-25/h5ad/GeneFull_Ex50pAS/Homo_sapiens/SRX24163720.h5ad
74,12487963,1,0.0,0.0,1.0,blood,6844,Homo sapiens,/gpfs/hybrid/data/downloads/gcloud/arc-scbasecount/2025-02-25/h5ad/GeneFull_Ex50pAS/Homo_sapiens/SRX9556548.h5ad
75,31260818,1,0.0,0.0,1.0,blood,5952,Homo sapiens,/gpfs/hybrid/data/downloads/gcloud/arc-scbasecount/2025-02-25/h5ad/GeneFull_Ex50pAS/Homo_sapiens/ERX11404152.h5ad
76,22950143,1,0.0,0.0,1.0,blood,10052,Homo sapiens,/gpfs/hybrid/data/downloads/gcloud/arc-scbasecount/2025-02-25/h5ad/GeneFull_Ex50pAS/Homo_sapiens/SRX16245164.h5ad
77,22808578,1,0.0,0.0,1.0,blood,12301,Homo sapiens,/gpfs/hybrid/data/downloads/gcloud/arc-scbasecount/2025-02-25/h5ad/GeneFull_Ex50pAS/Homo_sapiens/SRX16120093.h5ad
78,30853408,1,0.0,0.0,1.0,blood,4648,Homo sapiens,/gpfs/hybrid/data/downloads/gcloud/arc-scbasecount/2025-02-25/h5ad/GeneFull_Ex50pAS/Homo_sapiens/SRX22811483.h5ad
79,28642064,1,0.0,0.0,1.0,blood,3893,Homo sapiens,/gpfs/hybrid/data/downloads/gcloud/arc-scbasecount/2025-02-25/h5ad/GeneFull_Ex50pAS/Homo_sapiens/SRX21205742.h5ad
80,19988595,1,0.0,0.0,1.0,blood,22042,Homo sapiens,/gpfs/hybrid/data/downloads/gcloud/arc-scbasecount/2025-02-25/h5ad/GeneFull_Ex50pAS/Homo_sapiens/SRX14182505.h5ad
81,28129819,1,0.0,0.0,1.0,blood,7710,Homo sapiens,/gpfs/hybrid/data/downloads/gcloud/arc-scbasecount/2025-02-25/h5ad/GeneFull_Ex50pAS/Homo_sapiens/SRX20699944.h5ad
82,25724412,1,0.0,0.0,1.0,blood,5182,Homo sapiens,/gpfs/hybrid/data/downloads/gcloud/arc-scbasecount/2025-02-25/h5ad/GeneFull_Ex50pAS/Homo_sapiens/SRX18661449.h5ad
83,35837567,1,0.0,0.0,1.0,blood,10836,Homo sapiens,/gpfs/hybrid/data/downloads/gcloud/arc-scbasecount/2025-02-25/h5ad/GeneFull_Ex50pAS/Homo_sapiens/SRX26517545.h5ad
84,24121546,1,0.0,0.0,1.0,blood,4115,Homo sapiens,/gpfs/hybrid/data/downloads/gcloud/arc-scbasecount/2025-02-25/h5ad/GeneFull_Ex50pAS/Homo_sapiens/SRX17300900.h5ad
85,24856540,1,0.0,0.0,1.0,blood,5579,Homo sapiens,/gpfs/hybrid/data/downloads/gcloud/arc-scbasecount/2025-02-25/h5ad/GeneFull_Ex50pAS/Homo_sapiens/SRX17917758.h5ad
86,32892990,1,0.0,0.0,1.0,blood,7934,Homo sapiens,/gpfs/hybrid/data/downloads/gcloud/arc-scbasecount/2025-02-25/h5ad/GeneFull_Ex50pAS/Homo_sapiens/SRX24574953.h5ad
87,30534532,1,0.0,0.0,1.0,blood,15185,Homo sapiens,/gpfs/hybrid/data/downloads/gcloud/arc-scbasecount/2025-02-25/h5ad/GeneFull_Ex50pAS/Homo_sapiens/SRX22540257.h5ad
88,31260657,1,0.0,0.0,1.0,blood,9274,Homo sapiens,/gpfs/hybrid/data/downloads/gcloud/arc-scbasecount/2025-02-25/h5ad/GeneFull_Ex50pAS/Homo_sapiens/ERX11404143.h5ad
89,27966682,1,0.0,0.0,1.0,blood,9965,Homo sapiens,/gpfs/hybrid/data/downloads/gcloud/arc-scbasecount/2025-02-25/h5ad/GeneFull_Ex50pAS/Homo_sapiens/SRX20542623.h5ad
90,24121497,1,0.0,0.0,1.0,blood,6320,Homo sapiens,/gpfs/hybrid/data/downloads/gcloud/arc-scbasecount/2025-02-25/h5ad/GeneFull_Ex50pAS/Homo_sapiens/SRX17300851.h5ad
91,24621414,1,0.0,0.0,1.0,blood,13696,Homo sapiens,/gpfs/hybrid/data/downloads/gcloud/arc-scbasecount/2025-02-25/h5ad/GeneFull_Ex50pAS/Homo_sapiens/SRX17718603.h5ad
92,32808761,1,0.0,0.0,1.0,blood,2892,Homo sapiens,/gpfs/hybrid/data/downloads/gcloud/arc-scbasecount/2025-02-25/h5ad/GeneFull_Ex50pAS/Homo_sapiens/SRX24492222.h5ad
93,25341331,1,0.0,0.0,1.0,blood,8760,Homo sapiens,/gpfs/hybrid/data/downloads/gcloud/arc-scbasecount/2025-02-25/h5ad/GeneFull_Ex50pAS/Homo_sapiens/SRX18327777.h5ad
94,27856298,1,0.0,0.0,1.0,blood,5190,Homo sapiens,/gpfs/hybrid/data/downloads/gcloud/arc-scbasecount/2025-02-25/h5ad/GeneFull_Ex50pAS/Homo_sapiens/SRX20433303.h5ad
95,24948229,1,0.0,0.0,1.0,blood,8772,Homo sapiens,/gpfs/hybrid/data/downloads/gcloud/arc-scbasecount/2025-02-25/h5ad/GeneFull_Ex50pAS/Homo_sapiens/SRX17995670.h5ad
96,19988624,1,0.0,0.0,1.0,blood,19314,Homo sapiens,/gpfs/hybrid/data/downloads/gcloud/arc-scbasecount/2025-02-25/h5ad/GeneFull_Ex50pAS/Homo_sapiens/SRX14182534.h5ad
97,32406553,1,0.0,0.0,1.0,blood,1484,Homo sapiens,/gpfs/hybrid/data/downloads/gcloud/arc-scbasecount/2025-02-25/h5ad/GeneFull_Ex50pAS/Homo_sapiens/SRX24098272.h5ad
98,35447443,1,0.0,0.0,1.0,blood,3761,Homo sapiens,/gpfs/hybrid/data/downloads/gcloud/arc-scbasecount/2025-02-25/h5ad/GeneFull_Ex50pAS/Homo_sapiens/SRX26260828.h5ad
99,33874750,1,0.0,0.0,1.0,blood,9055,Homo sapiens,/gpfs/hybrid/data/downloads/gcloud/arc-scbasecount/2025-02-25/h5ad/GeneFull_Ex50pAS/Homo_sapiens/ERX12241651.h5ad
100,25195186,1,0.0,0.0,1.0,blood,15017,Homo sapiens,/gpfs/hybrid/data/downloads/gcloud/arc-scbasecount/2025-02-25/h5ad/GeneFull_Ex50pAS/Homo_sapiens/SRX18212082.h5ad
101,28897062,1,0.0,0.0,1.0,blood,6799,Homo sapiens,/gpfs/hybrid/data/downloads/gcloud/arc-scbasecount/2025-02-25/h5ad/GeneFull_Ex50pAS/Homo_sapiens/SRX21456146.h5ad
102,33677493,1,0.0,0.0,1.0,blood,1623,Homo sapiens,/gpfs/hybrid/data/downloads/gcloud/arc-scbasecount/2025-02-25/h5ad/GeneFull_Ex50pAS/Homo_sapiens/SRX25335015.h5ad
103,26780840,1,0.0,0.0,1.0,blood,7903,Homo sapiens,/gpfs/hybrid/data/downloads/gcloud/arc-scbasecount/2025-02-25/h5ad/GeneFull_Ex50pAS/Homo_sapiens/SRX19499874.h5ad
104,24232094,1,0.0,0.0,1.0,blood,6270,Homo sapiens,/gpfs/hybrid/data/downloads/gcloud/arc-scbasecount/2025-02-25/h5ad/GeneFull_Ex50pAS/Homo_sapiens/SRX17403067.h5ad
105,24628639,1,0.0,0.0,1.0,blood,5123,Homo sapiens,/gpfs/hybrid/data/downloads/gcloud/arc-scbasecount/2025-02-25/h5ad/GeneFull_Ex50pAS/Homo_sapiens/SRX17724098.h5ad
106,32406549,1,0.0,0.0,1.0,blood,3177,Homo sapiens,/gpfs/hybrid/data/downloads/gcloud/arc-scbasecount/2025-02-25/h5ad/GeneFull_Ex50pAS/Homo_sapiens/SRX24098268.h5ad
107,28486053,1,0.0,0.0,1.0,blood,7483,Homo sapiens,/gpfs/hybrid/data/downloads/gcloud/arc-scbasecount/2025-02-25/h5ad/GeneFull_Ex50pAS/Homo_sapiens/SRX21051452.h5ad
108,33215134,1,0.0,0.0,1.0,blood,9226,Homo sapiens,/gpfs/hybrid/data/downloads/gcloud/arc-scbasecount/2025-02-25/h5ad/GeneFull_Ex50pAS/Homo_sapiens/SRX24880500.h5ad
109,30745479,1,0.0,0.0,1.0,blood,9234,Homo sapiens,/gpfs/hybrid/data/downloads/gcloud/arc-scbasecount/2025-02-25/h5ad/GeneFull_Ex50pAS/Homo_sapiens/SRX22714866.h5ad
110,32279340,1,0.0,0.0,1.0,blood,2728,Homo sapiens,/gpfs/hybrid/data/downloads/gcloud/arc-scbasecount/2025-02-25/h5ad/GeneFull_Ex50pAS/Homo_sapiens/SRX23973410.h5ad
111,26391786,1,0.0,0.0,1.0,blood,9648,Homo sapiens,/gpfs/hybrid/data/downloads/gcloud/arc-scbasecount/2025-02-25/h5ad/GeneFull_Ex50pAS/Homo_sapiens/SRX19192167.h5ad
112,35320835,1,0.0,0.0,1.0,blood,9073,Homo sapiens,/gpfs/hybrid/data/downloads/gcloud/arc-scbasecount/2025-02-25/h5ad/GeneFull_Ex50pAS/Homo_sapiens/SRX26170536.h5ad
113,32180442,1,0.0,0.0,1.0,blood,6623,Homo sapiens,/gpfs/hybrid/data/downloads/gcloud/arc-scbasecount/2025-02-25/h5ad/GeneFull_Ex50pAS/Homo_sapiens/SRX23875717.h5ad
114,22412804,1,0.0,0.0,1.0,blood,7785,Homo sapiens,/gpfs/hybrid/data/downloads/gcloud/arc-scbasecount/2025-02-25/h5ad/GeneFull_Ex50pAS/Homo_sapiens/SRX15767890.h5ad
115,13395846,1,0.0,0.0,1.0,blood,10622,Homo sapiens,/gpfs/hybrid/data/downloads/gcloud/arc-scbasecount/2025-02-25/h5ad/GeneFull_Ex50pAS/Homo_sapiens/SRX10268270.h5ad
116,25766262,1,0.0,0.0,1.0,blood,6068,Homo sapiens,/gpfs/hybrid/data/downloads/gcloud/arc-scbasecount/2025-02-25/h5ad/GeneFull_Ex50pAS/Homo_sapiens/SRX18700955.h5ad
117,33603803,1,0.0,0.0,1.0,blood,28929,Homo sapiens,/gpfs/hybrid/data/downloads/gcloud/arc-scbasecount/2025-02-25/h5ad/GeneFull_Ex50pAS/Homo_sapiens/SRX25261729.h5ad
118,27966683,1,0.0,0.0,1.0,blood,8777,Homo sapiens,/gpfs/hybrid/data/downloads/gcloud/arc-scbasecount/2025-02-25/h5ad/GeneFull_Ex50pAS/Homo_sapiens/SRX20542624.h5ad
119,25559260,1,0.0,0.0,1.0,blood,8038,Homo sapiens,/gpfs/hybrid/data/downloads/gcloud/arc-scbasecount/2025-02-25/h5ad/GeneFull_Ex50pAS/Homo_sapiens/SRX18511833.h5ad
120,12488038,1,0.0,0.0,1.0,blood,4873,Homo sapiens,/gpfs/hybrid/data/downloads/gcloud/arc-scbasecount/2025-02-25/h5ad/GeneFull_Ex50pAS/Homo_sapiens/SRX9556623.h5ad
121,12487987,1,0.0,0.0,1.0,blood,13512,Homo sapiens,/gpfs/hybrid/data/downloads/gcloud/arc-scbasecount/2025-02-25/h5ad/GeneFull_Ex50pAS/Homo_sapiens/SRX9556572.h5ad
122,31606977,1,0.0,0.0,1.0,blood,7026,Homo sapiens,/gpfs/hybrid/data/downloads/gcloud/arc-scbasecount/2025-02-25/h5ad/GeneFull_Ex50pAS/Homo_sapiens/SRX23386639.h5ad
